time,phot_g_mag,phot_bp_mag,phot_rp_mag
1697.33119565337,11.2863035188408,11.7112191223365,10.7226969626004
1730.01687942772,11.1978545874969,nan,nan
1730.193019506,11.1716858659055,11.4966859093166,10.716514338516
1730.26705767068,11.1560212716248,11.4803803295308,10.6998538648204
1777.12124263168,11.0515270455289,11.3755180417071,10.5804787949018
1777.19525156376,11.0356295980626,nan,nan
1777.37140669841,11.0351944019572,11.3641335979708,10.5614759013584
1777.44540358972,11.0307470257757,11.3607551922547,10.5602089355088
1777.44538721659,11.0316101225965,nan,nan
1786.8753630934,11.0411051220171,11.3839564458327,10.5593983651984
1786.94936082087,11.0477943444781,11.382008945369,10.5565518195984
1826.57668989967,11.4111553647344,11.8525165569951,10.813463296493
1826.65069929641,11.4195136818548,11.8653473244512,10.8309500675455
1880.88068578122,11.3273492854605,11.7554040482133,10.7557979088109
1939.37186470457,11.4577587783804,11.8786929767884,10.9541327497417
1939.62203510111,11.4265758421594,11.8364508701352,10.9300538701028
1939.79820223453,11.4165150464948,11.7997421839619,10.9151602884782
1939.87221355573,11.4281883202024,11.7788806376534,10.9051717993895
1940.12236392464,11.3843227691339,11.734318138281,10.8730976487647
1940.29854203593,11.3486998747566,11.6639052037719,10.8426825314159
1940.37251265458,11.3348756903269,11.677518628822,10.8311980478525
1940.54870021775,11.2260011940833,11.6164155971198,10.7965165130729
1940.62272630802,11.2657022071643,11.5928994989107,10.7772042776951
1940.79884779498,11.2096881999519,11.5463981745734,10.7401172454112
1940.87289405632,11.2054542815209,11.5356609658281,10.6996975334168
1941.04902089007,11.1696641448562,11.4855599003912,10.6879729111865
1941.1230472989,11.1399148535524,11.4751965786528,10.6773486263428
1941.29921827904,11.1221837784996,11.4341003316394,10.6463475566459
1941.37321481266,11.0922203696774,11.4355531082476,10.6309892479641
1941.54938353262,11.0842781812144,11.3985988472456,10.6080133369033
1941.62338870679,11.0745138536485,11.3961548929668,nan
1941.79954849797,11.0586709869785,11.3700093995188,10.5787480981382
1941.87353782902,11.0201397408458,11.3669203012523,10.5712150619421
1942.04970061531,10.9800233366905,nan,nan
1942.04970061532,10.9798819164209,11.3474972755177,10.5624507023114
1942.123705589,10.9809587364906,11.3582869339736,10.5537099376118
1942.29974578638,10.9289410937049,nan,nan
1942.29986431098,10.9711833103426,11.3455320749437,10.5422294535253
1942.37386521692,10.9713581238351,11.3578683704846,10.5439327485928
1942.55004202773,11.0246602156854,11.3559977227144,10.5410912679926
1942.62404962755,11.0328004344059,11.3642886240133,10.542408773582
1942.80019376193,10.972410431193,11.3618288294302,10.5446014094884
1942.87421321194,11.042824752199,11.3826923283649,10.5444822017353
1943.12437953185,11.0620183213223,11.4089380693666,10.5550362809594
1943.30053311958,11.0821657806985,11.4372542708958,10.5655231135895
1943.3745353601,11.0701034820018,11.4323364442894,nan
1943.55069474241,11.0930765551949,11.4694086538464,10.5826309400214
1943.62470263446,11.1074360238928,11.4857462024271,10.5894832925562
1943.80086933351,11.1390243263483,nan,nan
1943.8748716627,11.1382907627516,11.5160267037752,10.6093710746437
1944.05098815369,11.1312145602161,11.5526342763615,10.6324220112861
1944.1250310036,11.1555191537085,11.5684093312621,10.6344424642166
1944.30116938565,11.2088013595367,11.5978705743975,10.6516154782958
1944.37519956568,11.1967999398564,11.6037430580739,10.6621810248554
1944.55137142634,11.2453940450615,11.6465049435988,10.6851160253045
1944.62535148306,11.2485078726261,11.6569383046904,10.6930589901645
1944.80154035889,11.2807453983765,11.6918273862875,10.7146993821013
1998.04234491797,11.0508657571762,11.4072296318861,10.553322597395
2054.77836310625,11.2875568855811,11.7315126104735,10.7286216633429
2054.85236878266,11.3028859675786,11.7315065401478,10.7264002544982
2099.72726974084,11.1937626097563,11.5873300011118,10.6548014445385
2099.80127227138,11.2069850658707,11.6111285526229,10.6666910298422
2099.97743934353,11.2326695946572,11.6354304205833,10.6804396734899
2100.05144084784,11.2445897105143,11.6525141848278,10.6908828434187
2104.55422385766,11.3923756816003,11.7867147139775,10.9066129657051
2104.73039240898,11.3931533119617,11.7459692579248,10.8936963714554
2104.80441030492,11.3762884053152,11.7307606680847,10.8778848243506
2104.98057325096,11.3476864826613,nan,nan
2151.91008137188,11.1153066574556,11.437524104233,10.6522400192714
2151.98411855615,11.1064407153693,11.4315392330448,10.6488606475121
2165.41331227233,11.4043183333364,11.8466653206284,10.8119321927913
2202.37230176802,11.4784976610173,11.9345591714238,10.8825309281153
2202.44630384984,11.4885833037898,11.9420374806053,10.8810263055145
2233.42892896028,11.2171018856872,11.551584681251,10.7567818152392
2233.60506778981,11.1888346822593,11.5111061681539,10.7229717824233
2257.35500549954,11.4711466497163,11.934747031338,10.8817005420716
2257.42901042177,11.4764805377356,11.94371509614,10.8835236223701
2316.09743951988,11.2315771832625,11.5591978452408,10.7504053522434
2316.17145325483,11.2097714975012,11.5302903707959,10.730173126833
2316.34757717276,11.1748237486842,11.4929226791481,10.7039397226336
2316.4216079074,11.1382393378121,11.4797735050875,10.6931622723956
2316.59777079954,11.1082403135079,11.4656380008363,10.6708956691588
2331.6057136706,11.5097605306095,11.9502453821386,10.9264786447118
2331.67971557881,11.5260602880232,11.9588794632138,10.9363126100601
2331.85587997913,11.513902919696,nan,nan
2331.92987710337,11.4794454313942,11.9440018401705,10.9387983786213
