l,b,ra,dec,parallax
355.252208833732,-48.2532557782044,325.095567024108,-44.6219250210086,3.70139312877744
354.801829050123,-48.7905872770324,325.906780818065,-44.8353714326251,3.89539478569641
355.351585642505,-48.5139583559989,325.444198915648,-44.5187820118427,4.15952545341179
355.381586337705,-48.617235577773,325.583322046888,-44.4839354858994,6.85564831561059
355.022495394534,-48.9123586453447,326.04362275242,-44.6726802145898,4.17252246510349
356.078130571452,-48.7661196437156,325.696505805836,-44.0074868068775,4.99407200066785
354.626214163031,-49.3751154291498,326.746667081352,-44.8520124280581,11.8842985904323
354.834950282002,-50.3235491391219,328.025929170909,-44.5505552334499,3.52006409118711
355.106812893362,-50.4547548990861,328.162039516295,-44.3560844242357,5.61432653765375
355.119033012347,-50.6489004913657,328.426830844303,-44.3127119820067,4.67607978113571
353.92290093099,-50.8432829521636,328.903798669187,-45.01665453173,4.71170379725951
354.586035688426,-50.5727627898567,328.411656525878,-44.6592374777135,5.00586094577934
0.810253341914637,-45.8033588036978,321.32530836343,-41.0572831254535,4.11837312745253
1.83585425749745,-45.7595603885267,321.247244988953,-40.3431452881521,4.77227797535342
0.116211898238256,-47.3820038346497,323.451784843037,-41.4627481840708,3.44294834838322
359.661455291974,-49.1070185692451,325.78126712304,-41.630109783967,13.5007646360852
2.94294096681759,-46.1448317057189,321.739284097061,-39.5694372765207,3.89595140335485
3.08337257108698,-46.3874536124673,322.052896644874,-39.4706226847506,3.81166115362232
2.90716312919719,-46.5128338737799,322.217028087309,-39.590764457016,4.33824734672137
1.86603193883062,-47.5958210367003,323.653538635293,-40.270912962229,3.74563263104804
3.38928182982459,-47.2123510073545,323.116496011794,-39.2513633304497,3.70967874210724
3.28759921103096,-47.6468679182708,323.679493470685,-39.3115998934305,3.9983186282181
2.57204455570097,-48.4824462100064,324.783492578085,-39.7609723190901,6.606917606193
1.51918458069947,-48.3927981978649,324.713406034596,-40.4631572982755,4.51768073760082
1.54483157166981,-49.435284667835,326.078376816937,-40.3781101736203,11.8218264607898
1.70997912628145,-50.1739454243566,327.033160203662,-40.214772392338,3.24644967904738
357.697435633826,-49.7235746968026,326.804010297235,-42.8297605727555,9.91054862543256
357.64312679429,-50.6800265351313,328.100921104272,-42.7301058965961,3.95257228311144
356.018263338763,-50.5908380524172,328.205846503663,-43.7616834219293,3.18459499841122
355.989097988477,-51.0469920042811,328.831846297789,-43.7000263054084,5.53478921548245
355.150175045223,-51.4941359754007,329.579016673773,-44.1309821363548,4.57104832498147
356.511618318497,-51.2900500752008,329.081842963403,-43.3345725121633,7.37641174348502
356.577452472739,-51.6686064509996,329.583609314896,-43.2270924350971,3.33176249145862
357.30809585985,-51.7363274918026,329.566545913974,-42.769415752151,3.53927676759703
355.68989074095,-52.9030900683253,331.395529631794,-43.516889153177,6.2811048036064
358.860813092399,-50.9444366481045,328.30803216036,-41.931077397898,3.65729991101258
359.270888749698,-50.8930392741015,328.19429726226,-41.68150350886,4.18689522097582
359.642247627595,-51.7597187294966,329.300963611976,-41.3376800844363,4.4418767922576
0.210429449917336,-51.6738368024109,329.126942462824,-40.9998485147242,10.2900324982664
357.116000585244,-53.759948939801,332.298469485985,-42.5051977786654,5.07940129028847
358.263705616787,-52.8068887212792,330.859495453687,-42.0103825752854,7.24783814618365
357.944137502986,-53.4279347307913,331.728565715624,-42.0879362141626,3.50097449705026
357.505042016634,-53.7800151214306,332.262430139843,-42.275929563993,9.41438653135115
342.038167929033,-40.8768408359853,316.294877385975,-55.1444183214321,4.05810478012291
341.75217700502,-41.350921447663,317.183404976649,-55.2630986438942,8.84343441931181
342.490244284697,-41.3608391774213,317.009283934845,-54.7180821277717,5.72744937147893
342.721795428181,-41.8511499744143,317.780168212561,-54.4519550419855,5.90005404333217
341.475615035924,-42.2476908047729,318.798401616107,-55.2705650144933,4.74294123130442
342.591612962848,-42.5428131753836,318.977460978415,-54.4012452776655,3.9821024545122
343.939107636478,-42.691749132578,318.870837075055,-53.4004919403998,11.1095148826533
342.138103984602,-43.0372551466108,319.937309888372,-54.6125800432532,4.94901037202737
341.192494957113,-43.1419881754067,320.409642437683,-55.2561731813874,4.13045680432164
342.027292171132,-43.5482927823777,320.82658467829,-54.5661047848834,4.13039130717452
339.806864445028,-43.1490616234056,320.899618711662,-56.2288257403701,3.90873403082828
340.708265933833,-43.3453068584667,320.917413642532,-55.5436171700288,19.1916472414231
340.739102401958,-43.8907329989008,321.831926555223,-55.3729840927622,3.74061541958822
339.909102870058,-44.2456458505883,322.739999434903,-55.8404353297072,4.67656630872109
341.226725840729,-44.5095356687385,322.697006208345,-54.8627141643239,3.78420404058447
339.275082804453,-44.3029565215063,323.08784182166,-56.2547117489938,4.73593492813634
338.08990238109,-45.1595566476011,325.061005022916,-56.7618798786087,3.64501013648877
339.901874398446,-45.0682023479901,324.130501310728,-55.5892079006955,7.72098456928853
344.499956577667,-42.9207792869028,319.107915508853,-52.9515258230977,5.06609367976626
344.474961304775,-43.0314028586921,319.293879397649,-52.94734158871,4.59964649112673
344.584891133559,-43.1024663363306,319.382496845029,-52.8543770322614,10.5057813096546
343.980226751188,-43.5029969044832,320.187352918321,-53.2004129808677,4.71594817753881
343.748322113014,-43.7487088641102,320.650427382215,-53.3090576229816,3.88383935358169
344.903228655211,-43.1337442534115,319.356707227215,-52.6204327826839,5.66156273117526
344.167146535884,-44.0257923863457,320.985346265243,-52.951975719338,3.89554062111356
343.078299608911,-44.0914696384355,321.402792423672,-53.696564139505,4.23009585791862
342.580300625983,-43.9861837511304,321.381119739839,-54.0695018348181,3.63587968226271
344.389026706585,-45.6141178355503,323.463615743666,-52.4128663036431,5.29118338504561
344.342187649827,-45.8937596208941,323.919885215674,-52.3711708789079,4.00495329229775
343.956047064737,-45.7419280895671,323.797366757137,-52.6710363512933,3.96117344398587
344.083427676113,-46.0898269143093,324.308998526788,-52.4914867707873,3.66404385775043
341.765911978702,-45.3795386057253,323.940656569993,-54.2443377103224,4.64416677478976
339.882194869721,-46.8493851300272,327.079627350905,-54.9945473899374,3.77762745677164
336.486856497407,-44.4524403006204,324.598225023953,-58.0777101330805,3.89889929590237
337.118067110578,-44.903522583702,325.077040357869,-57.4948061327776,4.06839174413743
335.848813971781,-45.2635562861975,326.34535975952,-58.1854897525326,6.31539009894517
338.203828092347,-45.5770376070589,325.717730491664,-56.5374931548971,4.2832060213386
337.084669745863,-45.5546643427623,326.213720726304,-57.2730491545319,3.94599697783847
335.671988850622,-46.4906954974148,328.548943768931,-57.7896724376899,5.39193511223461
335.365804182437,-46.477453204588,328.697954748529,-57.985499425406,13.1910062683003
335.563087258496,-46.9869916015187,329.446006694206,-57.6403393573573,4.30889100972779
336.389311678038,-47.0020108370922,329.016097776051,-57.1264255026592,6.1590216412416
332.205686186823,-46.3583953513068,330.457631208438,-59.9699493217731,6.06022342273202
334.419927287295,-46.5154531253698,329.31307818462,-58.5518644757618,9.36560265872252
332.617498430716,-47.0947903276649,331.443707494887,-59.3584358101753,3.74313893034743
332.715231499516,-47.5029808314419,332.066522904112,-59.0948620859457,5.89764139516463
331.820281980981,-47.6522686326647,332.931151095527,-59.5331281081274,3.81304137943173
333.351162803784,-47.4115320459271,331.495083695739,-58.7688517317794,3.7248193020276
333.225922595688,-48.1516678973188,332.804315453737,-58.4686595824469,4.34038876374711
332.01320627301,-48.6984887162141,334.516600036092,-58.8607723959202,4.42824555236731
332.695396281089,-49.1015244355547,334.695471734039,-58.2650868947075,3.33251103410739
338.975135940068,-46.8418179960654,327.469123495526,-55.5739831489598,6.24668641213286
338.664585116091,-46.8875837865204,327.687262172913,-55.7529795179131,3.4515035358657
337.629999255673,-46.9729187246544,328.326002992436,-56.3688210764968,7.29472203184823
339.166541352413,-47.4985607198372,328.449992907528,-55.2027088422275,3.78922833635931
337.159332173695,-47.3975185339409,329.264170659039,-56.48478802757,4.28506202859731
337.596236365809,-47.781306566446,329.666801469435,-56.0556763475905,7.16603788697609
336.091842399591,-48.4959958985506,331.626449320881,-56.6382574890216,5.19716254193509
339.80939678787,-47.9151552735795,328.827886061925,-54.6427770478685,3.90953475524874
338.320100833848,-48.5486558730415,330.536844719911,-55.2932850736243,4.02258866164692
336.979513122624,-49.0172193610683,331.971557001121,-55.878400536842,4.22713795067304
338.703457068949,-49.1163500765501,331.2447335978,-54.8225634041157,14.519784816426
335.235146083418,-48.1901526843188,331.622292999553,-57.2846059104085,3.51084807792326
335.575787919081,-48.8685839790292,332.518140683169,-56.7617213530013,3.40238176385913
335.624814750185,-49.4792552154354,333.457788438455,-56.4355596685699,3.63195839697839
333.992271571748,-49.1421378771506,333.912988719242,-57.5240944118125,3.97090127328554
333.299482000957,-49.9412055679917,335.617372902918,-57.4786435009676,3.2655535593433
335.757947018222,-50.8269390502678,335.462778016527,-55.6802564492311,4.98897464140019
335.655656467101,-51.0126068897759,335.803342338627,-55.6387537854224,6.08047225782249
334.443542111628,-51.2663124673054,336.912880641744,-56.1443628345197,9.86359304014506
346.608214476076,-45.0513192661597,321.987972244588,-51.0290656392348,3.89848300291332
346.05925329237,-45.3587659896985,322.601955139739,-51.3389198811048,6.15066028536918
346.235344621451,-45.9402810683183,323.459518042825,-51.0845238303678,7.56889670098426
345.364502692342,-46.492949649643,324.555519585901,-51.5307288973241,5.22677540834236
344.949664358166,-47.0388446653429,325.525148403171,-51.6568465933061,5.07122195186004
344.545399602934,-47.2886896393818,326.03851898025,-51.8491292030327,4.23975717434713
347.327667652676,-47.0652196977604,324.897112245622,-50.0856799768706,3.81715172032041
344.935209190889,-47.4679913143625,326.192179448355,-51.5445750084421,15.4826463291085
345.821519629846,-48.1859501152401,327.015295598315,-50.7680306098367,3.96151603201803
342.738116587871,-47.9078257405437,327.623753290162,-52.813574287231,3.68914761298325
341.934778442674,-48.6721192415042,329.121220060964,-53.0483134565874,5.52919235122751
344.018987431016,-48.3077564440979,327.784736638908,-51.8745628580185,12.7151865859228
344.680750547269,-48.9385495742645,328.520177829291,-51.2579137840909,4.28291429115652
343.609941595902,-49.4632146331259,329.691300161138,-51.7409358266871,7.60137408345655
343.223536935136,-49.7232437658691,330.228474201672,-51.8825568647813,3.23614028283456
348.388453752022,-47.1546200136809,324.770097145774,-49.3628555146632,3.64068614951074
346.807092421296,-47.8315485805983,326.193426160345,-50.2322381520703,7.22903362366291
346.323001420868,-48.3672576458495,327.138940470051,-50.3964134227009,6.22275083622915
347.349726032006,-48.3087608165827,326.759683659467,-49.756114297885,4.52042734457451
349.212349363349,-47.7863845888712,325.516233262549,-48.677385690418,4.29985363420641
348.703894510617,-48.9131499175012,327.296711339315,-48.7343712208338,3.61013408422049
347.710992054491,-49.1909935403558,327.968614609083,-49.2879134334417,5.05851833008319
347.100731382513,-49.768440765376,328.993226848633,-49.5022907474287,3.97961544741072
344.238084722163,-49.8501871037101,330.046481298429,-51.225013180287,3.68001862421126
345.907627468875,-50.4453195715784,330.359312394248,-50.0169999816885,3.9881894800008
345.59993688327,-50.7572570669645,330.918991030404,-50.0965468473183,5.41670574730227
346.727235148845,-50.8398388616694,330.673836591236,-49.3969867680793,7.17773757803103
346.142454820605,-51.2691057016934,331.485129777791,-49.601341790491,4.03158239752546
345.322809680664,-50.5959436918007,330.775710474301,-50.3166673892731,3.4930140224341
344.470717232975,-51.9433874136637,333.045277114256,-50.326188550707,3.88706455877629
340.080165487321,-48.800626017792,330.106025769596,-54.1304124042316,3.92340575668627
340.798034882756,-48.8823021073288,329.918537394624,-53.6638449458377,5.52065112974435
340.382524101357,-49.3226147022964,330.783407316017,-53.7396374212666,13.7493891879508
339.801243821855,-50.1565078491599,332.32963516789,-53.7334420208193,6.16435547855956
341.801679329979,-50.8261393733132,332.454168888011,-52.2973781804623,3.36300132684117
339.573924947285,-50.7608656519719,333.35357486067,-53.5987389683372,3.87245718923024
340.386738927689,-50.7266156886056,332.924061119225,-53.1514564634317,3.55989186745169
339.760551245026,-51.8302933020901,334.859230423464,-53.0089580514695,6.51494928171571
337.79194239304,-51.4931283557614,335.342608714892,-54.2428852468421,3.87863630709701
335.751884809252,-51.3522588259564,336.258046220407,-55.4090739919555,4.95212383855652
334.257708533603,-51.9259574039482,338.00727372964,-55.8721235386615,3.71796420601552
334.535662765305,-51.8728097166505,337.757364795042,-55.7602081074075,3.20387172513409
335.243030655084,-52.3655298421833,338.052126606901,-55.1250216310973,11.4394459321056
334.656528662527,-52.482015379978,338.573321822522,-55.3556503466063,3.35321137202262
335.057237461061,-52.5132875388338,338.377139931086,-55.1366018737979,6.78803578137875
336.130858571271,-52.7608582503159,338.1098831322,-54.4568606259106,3.87679821873119
341.545640286285,-51.2237517069159,333.154892642822,-52.2796529938855,3.96924139676679
341.430837730293,-51.477649078869,333.580322882377,-52.2373011316735,5.88083949484992
341.215374236595,-51.8814272524797,334.268826452137,-52.1834900953719,3.46717415753875
343.704518017608,-52.9067087030442,334.721546508647,-50.3730676982955,3.70626090185251
342.087475849115,-52.4547275730595,334.72780841167,-51.4525444255672,6.89121990432469
342.638409410978,-52.8635742174256,335.086884128766,-50.9748096952437,3.16845062852314
342.963422233024,-53.0696838604504,335.248910996643,-50.7096106212303,3.62948594975127
341.91907117818,-53.4862032806333,336.277864483273,-51.086806275989,4.13274114764925
339.670165970061,-52.8520133730128,336.391552476396,-52.5748980773978,6.11515332031555
339.639241694561,-52.8865967485272,336.456216605107,-52.5745429193746,5.78323561784423
339.656810868671,-53.668751572903,337.564652111574,-52.1820436587982,6.38334556591375
337.712734915827,-53.5217879847171,338.333548496059,-53.2477862352093,3.46628947871179
337.346208310561,-54.709350669164,340.185770187821,-52.7841732547968,5.77910998789755
339.407200334341,-54.0447016745462,338.215016631067,-52.1206190137645,5.52140345141714
339.767388583674,-54.5585539756952,338.758905060473,-51.6783623317565,3.72278591461399
340.571904570025,-54.7281454537225,338.617751968701,-51.190769656498,4.22815961521405
339.170593594448,-55.1522120164264,339.864605975924,-51.6634097324665,5.12068402065109
330.367135410392,-47.650149775598,333.992207077544,-60.3552394432349,7.67880432406753
328.425141877951,-48.0508416175863,336.215430199053,-61.1800624033499,5.04262786054764
330.34637444652,-48.0110535301373,334.609206735036,-60.1635007721036,7.90239127769876
329.231348114797,-48.8796450544519,336.898447494603,-60.2521241082195,5.64233267401954
327.511554447847,-49.1520262602331,338.771873090314,-60.9599628103486,5.11696996022388
327.535668716168,-49.7827315452952,339.729326116153,-60.5366902890269,4.46505948339327
330.48825787791,-49.3019945864252,336.591687483904,-59.3399647948713,6.64601149212759
330.118129539537,-49.6234450162638,337.379039066631,-59.3411783419146,3.69603824632762
330.331014177602,-50.0948462673156,337.948298779877,-58.946445913056,4.17877718176678
328.082955332857,-51.0608063464685,341.179435490175,-59.4281075278478,3.23630093041856
325.54788444182,-49.5194726785672,341.126368819331,-61.6635537493434,6.26637808674187
323.670337670834,-51.1292575492715,345.271761147754,-61.3242852788915,9.07299170580196
326.935920096589,-50.3445052634187,341.10014063993,-60.447528375757,3.3833620092053
326.909256241534,-50.3558674855914,341.140484427703,-60.452291783468,6.04510874710042
326.248736619355,-50.3997014073135,341.794418900878,-60.728410833587,4.21524163504017
326.489006130994,-50.5678644898673,341.825895237483,-60.5016658476647,7.1674464620885
326.900005483445,-50.5725558839887,341.469383432578,-60.3088868438762,8.77540572886723
326.124221494041,-50.9025259355667,342.639074766399,-60.4335574494607,4.71980333135904
325.434763341219,-51.8005830457907,344.523299707228,-60.0894623123413,10.7821788739782
330.778959151514,-50.7025164612923,338.540342582173,-58.3498610296319,11.8642929896159
329.987500618938,-51.7240557748082,340.642061813542,-58.0960398468824,3.34732354161079
332.67743518112,-51.0969222173792,337.797733883863,-57.1531651487116,10.0566882828295
331.325269028284,-52.5028338726382,340.786543932391,-56.9667476150075,3.2327718324476
325.190710715298,-52.7124460138237,345.964461516987,-59.5163683469538,9.92253992835835
327.202029973296,-53.4162347998623,345.174023088359,-58.1789157709113,4.98599515099478
328.837765303375,-53.4615978600928,343.943259465982,-57.4565780280286,3.56811261362971
321.05044419721,-50.5860127974836,347.276773783597,-62.7897880352274,6.08488675189307
320.52662514167,-50.9287540625738,348.30409988957,-62.7121187496031,5.98438018955807
321.290651855494,-51.3305581206213,347.984963367451,-62.1042645847557,3.66623029973654
321.793479925114,-51.4054669847276,347.549079268561,-61.8548092965689,5.64341522777465
322.494236524766,-51.2822835312693,346.661192314172,-61.6805453250848,6.23683609573588
318.154660265858,-51.7067991376171,351.948434528602,-62.8783494232664,6.71843432085672
317.84850244975,-51.6485067753947,352.242599017111,-63.0251307094865,4.295602245656
318.751251370914,-51.906366555925,351.4869839693,-62.5162707508885,7.10096024157942
318.811098071619,-51.9676642479511,351.488859162895,-62.4447301780797,3.63437842057996
322.528336438591,-52.0770963778487,347.65884727678,-61.0452576261084,4.11790989951952
322.115018209205,-52.1726323714669,348.195012746878,-61.1247038341008,4.13304234407576
320.994719697592,-52.6415938684138,349.911384163865,-61.1481250029297,4.33918796669678
323.287585502184,-52.6587887553585,347.653945997156,-60.3014420888867,3.03943754008039
321.997389310358,-52.6151317166654,348.861164310691,-60.8141243068092,7.42724710773153
319.552198237438,-52.6349041098045,351.425755120819,-61.6386910874902,3.26537831350906
319.435234061777,-53.6789875321312,352.692148768546,-60.7882656419698,3.65928977805964
318.885605767954,-53.7606175067922,353.35157560915,-60.8840725907699,14.9915710565747
316.577954371196,-52.523003995149,354.662887443385,-62.6340573329962,5.71274280274374
315.935710352977,-52.1005843960215,355.01493929381,-63.1880472636791,4.92383515556178
316.011645529754,-52.1252554409915,354.946737907436,-63.1452049624729,3.76288445315346
315.767327860216,-52.7190519434532,355.812380370836,-62.6767832888231,3.73511178386828
316.286575877156,-52.631975705997,355.113512983161,-62.6168567614049,3.62037115644429
314.944431612816,-52.736420082344,356.817548989107,-62.8695744037689,5.55762578901839
314.46812542665,-53.434470059423,357.987809522055,-62.3411739108984,3.94187554749274
313.796995204773,-53.401257950144,358.762686790427,-62.5213840078917,4.27568644857735
317.993892139287,-53.4079379176938,353.945559079405,-61.4520071190337,5.67866861326088
315.856368857703,-53.6340208193062,356.546198340036,-61.8263060265063,4.52801304096179
318.520511612755,-53.9402542839442,353.918679228552,-60.8351563215447,4.61695049554064
317.517632034722,-54.1493279999499,355.187442460343,-60.9316585572941,3.56558938531869
314.638268120429,-53.7577704945404,358.054072916241,-62.0038874024387,3.60941722720604
315.092891098529,-54.3100281320866,357.987144470363,-61.3912959136683,3.00144786925006
313.271394234353,-54.1408621996926,359.944951479869,-61.9381981143149,2.98827277118085
315.427854247984,-54.7393507047646,357.96728288357,-60.9201114522848,3.33971369172811
323.80883950374,-53.3290120895633,348.002454610555,-59.5823043420347,4.51563777171652
322.132295781713,-53.547499368639,349.844638734774,-60.0140356300617,5.85791839491944
321.99018737064,-53.7415082851724,350.207192321652,-59.9054316645295,8.68307886745763
323.578017534705,-53.8194253419545,348.812096557385,-59.2827040245372,3.83478597620108
323.518008228259,-54.3527007764797,349.499428535908,-58.8815712243954,3.53270917182337
322.937891912557,-54.3021890415882,349.966428052728,-59.1247905122246,3.78029241908848
321.364463999961,-53.6727612870698,350.736328479948,-60.1738995440535,4.2296376265853
319.908243940354,-54.2871016062093,352.851394742583,-60.124190929153,2.97538136030118
320.028084296689,-54.3765917676169,352.825714568579,-60.0113761276802,5.33922586891514
321.56708433341,-54.2446576116935,351.183473002242,-59.6344494892415,14.3491094674967
321.77973579154,-54.6452375701703,351.425346146876,-59.2336680391889,3.55283088512345
321.738015956791,-54.6888617173842,351.512220005932,-59.2111057653354,7.21463248849083
320.549017236645,-54.7164017697355,352.671884537934,-59.563292181038,3.10530022393118
324.004931108162,-54.7168310184904,349.494157870278,-58.4207057590319,4.20781457436252
322.700854988345,-54.8747940740435,350.833025822997,-58.7416902911874,8.80280142386364
322.842131897313,-56.0156791236015,351.953216007873,-57.761542337198,6.2395502945206
318.873647828858,-55.4598776460688,355.041690022714,-59.4075456059202,2.98031497419969
316.494031455818,-54.8177936932577,356.885522941412,-60.5960418087475,4.15223927583079
314.758274365234,-55.2771574482914,359.115175768754,-60.5708227425094,3.16882550977202
317.025246410175,-55.5900043061956,356.998751295301,-59.7683797987883,2.84374932612931
316.72579949312,-56.104497970366,357.72964000122,-59.3734862314529,4.62684896685099
316.565879946548,-55.8869801163282,357.711802549215,-59.6084983334631,6.18946999570254
314.980315628058,-56.2219116294047,359.582486836999,-59.6467283321116,8.14812827256678
318.356057679347,-55.8560085834712,355.911828568545,-59.1957748451483,6.48409042159512
317.811962566611,-56.0499469134432,356.613419936177,-59.1612936721008,2.92622098573896
320.492620273327,-56.2182591751039,354.242082899179,-58.2982908558271,4.46236242414091
319.98111022376,-56.8325385781107,355.28671278224,-57.908068725629,6.43637707907187
317.60880304221,-56.4783539044863,357.176567155067,-58.8264646669072,2.87232905039606
317.183594370484,-56.7481844713085,357.80708980579,-58.6829569595929,7.56371391149783
315.525884939386,-57.0447294573681,359.634408956403,-58.7713161970693,6.20935375376552
333.471890922873,-52.4043441401244,339.201234883325,-55.9897390266951,4.65836303514577
334.165048917292,-52.3100967612553,338.626381324995,-55.700024913129,5.60575983731827
332.902273107576,-52.5045381651958,339.715745507177,-56.2092392192999,3.53199594793155
334.195875672197,-52.931990630051,339.502815723425,-55.3247434449516,3.83656361837779
334.441204567796,-52.986326071896,339.429429862387,-55.1729472630788,3.46936867775484
333.186648241409,-53.0753271605513,340.344231152129,-55.7279230490619,4.07331824525464
333.68560082559,-53.1501664513118,340.131651445773,-55.443560934405,5.34025681468327
333.308605239522,-53.7246552010912,341.175399495803,-55.274814265562,4.06910026871511
331.91551210845,-52.8160703950866,340.821811549773,-56.4914443687857,4.57441934313301
331.018403617571,-53.7638795879359,342.757707389973,-56.29676753323,2.98357682605855
331.778399833365,-54.1046092488748,342.699050822325,-55.7353403099803,9.23431420557743
333.928909487987,-53.6506494020984,340.682386180523,-55.0277306742631,3.33497780967676
334.469201555607,-54.2980837260947,341.247932203803,-54.3847828624337,3.21590982023634
332.54085982075,-54.930995005547,343.304913720358,-54.8636689874185,5.21519169473433
332.80318300923,-55.1368299675998,343.409806484408,-54.6160769533244,4.58753094531096
332.41684465939,-55.3519913796027,343.939490479557,-54.6442236879846,3.55260988886313
330.299235505409,-54.3015845681189,343.986815468648,-56.2536521182647,9.52799977614309
329.278511091005,-55.0769379340307,345.727137710265,-56.1443882599218,6.04687420615323
327.555787367473,-54.8457443959341,346.726271625603,-56.998043114465,4.4011393700639
327.359132518665,-54.8208638554005,346.848042791292,-57.0932282968185,3.21826239146226
331.4609525106,-55.4287000445158,344.663524446262,-55.0001200912345,3.17873094350383
331.633315731001,-55.7314661998369,344.939360572282,-54.7245178173721,4.36615905208943
331.374682586115,-55.706561445999,345.077908700495,-54.8488529315791,3.47060988857743
328.148728753551,-56.2193630618756,347.960826104875,-55.7601884358728,6.03834174890228
