ra,dec,l,b,phot_g_mean_mag,parallax,pmra,pmdec
333.610127189319,2.0874887352401,64.2892722295668,-42.2324295129714,14.8908,10.9200540211759,53.7165649659093,-45.5356324832842
326.341687359312,-12.7833521712814,41.6949319779761,-44.2779961718502,6.56783,24.5061874019454,93.7761873109591,0.0161576655752913
266.793502642724,-15.0604473645034,12.098538462233,6.85500789150157,14.2411,17.4490915261861,-32.1798761204709,-46.9345910801539
203.230956794318,-71.700052340535,306.213736131902,-9.09313893120586,8.86432,14.6472811243895,156.694149646892,63.931638417587
139.310124014548,-68.686176680904,285.437434516322,-13.4502738866785,11.6842,27.9695323491076,-109.940580348219,-29.0376558428248
173.050724074596,0.61618943498143,263.995240296249,57.3712528194245,11.3227,23.8011085207211,219.297236158893,-349.47287027364
117.976983698232,23.7638496809475,197.145002201003,23.339320794574,12.6935,11.4931438483811,8.32488385658643,-50.0812425106246
122.584400464937,-18.6415067641266,238.686263507424,7.9820765003535,13.2162,11.6026373388549,-1.49857466656535,12.5577581193374
73.454491915766,38.7718195309929,165.794297234055,-3.16045983818511,8.87529,11.2497755366454,-2.43115156539863,-29.3722800792307
148.535045593172,-76.5953628265274,293.168575321823,-17.2150581091073,13.207,11.4394079532834,-66.7956691972917,44.2342486731172
30.0935952122503,76.3627320481064,127.061226258133,14.0467501073366,13.9599,26.2294745124791,-225.542317893644,-18.4531480374865
279.701719505318,50.8075746130024,79.8160820820904,22.6052961193109,11.6758,13.5802477819853,37.4887552457747,32.207488776741
106.760558812961,-55.7704283855177,266.245307704086,-20.0562958474515,9.1487,15.6495073704817,-0.101927478273538,132.83823577041
112.759850568299,12.8418872898761,205.729814337436,14.5095046709592,11.3384,10.3148835066202,-17.2876657434592,-36.6415359450299
280.457468445435,-6.3870248200939,26.1547253246432,-0.782505326649051,13.0643,29.0801107452713,130.5857305619,-42.4728600673114
139.53631341188,-57.7668518536888,277.463144414031,-5.86457126833952,9.04134,42.7802387171021,-84.39403878838,469.494368746733
242.661443337819,-15.2603797625918,357.816972892291,25.7314882114732,11.6248,13.5095913305017,-78.7886815697357,48.2293211709657
314.654528638581,45.3249774518248,86.2346133158262,-0.311518574411146,13.8926,10.4412488520184,29.0528967862806,-1.42626671761063
278.270276923623,-54.2638016302031,340.985463767051,-19.1801147634283,8.0792,52.3687696248988,-120.975937196332,-142.033275768229
119.466169056875,-37.9014219806478,253.595260168182,-4.55444645500483,14.4377,10.9025192851668,-5.9454292626212,-59.029999200561
256.095835003865,-75.491041859858,316.697964655192,-19.9400008828395,13.5145,10.4710938454167,13.2367386430891,30.5281341201318
330.199804618065,79.8229723983504,115.636356010356,19.4611539251373,12.9948,33.4008163125446,156.321037757132,-170.069835289169
312.359577494695,30.69763576717,73.7942657121874,-8.28276066458132,10.065,19.1106763822326,-25.7389904782884,-23.3003445060655
5.6189200052585,-79.1662907493701,304.651471543154,-37.8650828506457,10.8002,30.1329007389942,251.3519404407,26.1923306441415
330.69720162813,-22.4892465532599,30.3342625641925,-51.6236444651443,11.6155,13.1494271755518,74.5928939164111,-53.7215936286613
313.712708299307,26.558185623744,71.2614235349586,-11.793644688436,11.9045,11.1296717687,113.655029194797,9.24086682612624
190.045510585053,-38.8524760650632,300.533996249925,23.966861395917,14.1503,11.3863196587536,23.81741199554,4.09660872237523
158.172258763482,32.2314173031261,194.815033500472,59.5683880632776,14.2222,11.2434554108879,82.9442744697752,9.64215109853223
191.64995598111,-58.5234439172377,302.298583475715,4.34235645774779,14.8916,22.3437016292992,17.6307684664511,-127.716546822361
318.389971376748,11.6968012230345,61.8318794896913,-24.4576947291992,10.8159,10.5425512298039,-4.437453390909,-76.2924906683704
198.286435721448,-0.97516694335925,314.330955789305,61.4152137855359,13.2554,18.90557901387,-32.4998125041077,-55.180003044736
184.524425206978,-3.49770076681555,286.932651823237,58.3345914588435,14.224,13.0562106421338,-79.3333152996194,-65.4709338437569
188.01904850842,-1.76294929436983,292.997056949327,60.734778347082,14.8266,17.5112834707052,-25.2478216731125,39.4467114866504
148.378500922193,-16.4931576270788,252.975732192053,28.6468554454863,13.6793,13.9999892323843,-27.1587109157764,-15.7776117670837
295.979117287663,44.4075444671426,77.9722977091254,10.064873738496,9.26648,11.0364938417252,53.5282504824652,42.1997686615058
54.1734228860842,2.41917010893514,183.001408353115,-40.4384157396976,10.5895,13.1810747680809,104.25132176358,-35.2637079228429
168.053355901103,-30.883334711216,279.019368512067,27.3402657248537,11.1352,14.1142765828689,-8.3174242551074,-59.7528553919442
228.074572838477,39.6551140901092,65.276501447429,58.2985432284539,8.32575,33.2178460331835,96.3364677288923,-154.779808754744
314.319299930634,12.0036300995327,59.534934459214,-21.0692700274114,11.6476,27.0102508531803,346.828035501858,-726.291499389756
259.9088655257,-56.0754375231551,334.460054243186,-10.6424683306661,12.3931,10.8445899512884,-37.8191033176456,-36.9208266556716
358.024230441429,-17.0190941083992,66.2593989352231,-72.9613897159455,10.7985,13.7809154680064,82.1791122936887,-142.015175415057
238.944775988745,-31.9618723012412,342.506536828278,16.3991252035614,11.5854,46.1708386284592,-126.784733921948,-87.9778425805802
270.395404459094,4.8453101435628,31.5842826395978,13.291918467003,14.6844,11.1746094323528,-24.0903106814195,-36.5715801164208
42.3207010042403,62.0490676893755,136.270860158965,2.26860494641059,13.0727,29.3331211817876,-31.9984418869446,23.1818232455425
191.449252091709,50.0113598598727,125.260478955155,67.0913784433432,12.3514,10.6125589801765,37.0855629896404,10.5215225771249
77.5457841928992,-1.85320102427887,202.516032663303,-23.2711303579039,8.26824,18.5428492872716,64.5734399955118,-41.9244154594085
151.389697897893,40.6497487409671,180.395089127296,53.4178518992111,12.4386,17.5788813201963,-39.6747501698999,-94.3851550862302
177.467576653388,3.94290877934895,267.876958827868,62.5471330240637,10.8934,21.5283448446483,-58.58543662429,-35.1032990826969
305.120353340585,84.0014448542146,116.819756423387,24.724393594893,9.66125,19.8188578816845,144.622243118739,288.647358290344
162.815016244489,49.4216882079455,160.775643845034,57.9372343327973,9.49313,10.8987527917719,-38.3160538488728,2.5702345972772
51.3325569650553,-74.1753397229656,290.330505834925,-38.954877633984,13.5743,18.7226243837673,-95.4230630938698,-154.943899613943
31.1710811582064,54.7435400901462,133.451897358078,-6.62520424556556,13.8727,19.1648142681817,6.08654527889427,-92.6928722217616
342.17539012345,45.4268940083269,101.432082522868,-12.259433801731,12.0017,16.1203100015614,175.910243124268,-27.8397620225408
122.954767034312,16.5227491221859,206.411239563137,25.0138589871542,7.1751,29.2502849120996,-41.1943991944726,-258.699704933309
204.520696282092,84.4900535317261,121.613074429219,32.5182675339504,9.94355,12.6925335911222,-105.777157224665,45.1720176592609
249.286221442846,50.4530777748669,77.6729647068087,41.6806015247783,11.0463,11.3439523594126,-8.14019257065088,24.9182551203143
6.2467777842084,-66.3069987375767,307.113249334597,-50.6059644192902,10.1141,10.380100461607,23.0292974503924,-46.6724999937853
186.574062671089,-51.3630519483715,298.934419993229,11.3134500891881,9.08745,15.4516723865369,-70.4341200350634,-49.8654077559908
350.06850173507,-0.856187815557475,79.3532318443769,-55.814577638348,14.0843,13.1729860487333,84.8100586099958,-220.018281344558
212.35314866203,50.5137919530888,95.7681183248268,62.3025606008853,11.1491,21.2863787053658,-15.2282791941929,-61.9895468376754
118.170260606791,25.895567766023,195.024506621875,24.2394941759824,12.757,12.5753992776001,-75.1729768030608,-150.629905376715
164.150077507507,74.3398481772191,132.753570771127,40.5235099893689,12.5622,11.0656878479105,-112.532070209578,0.675943815949857
165.197174180482,-6.62787666117136,260.467279959876,46.9168977739796,13.988,10.9904914359358,-23.8053971817706,14.5381440937749
177.151107514238,0.984235909898241,270.351434004766,59.8205492257199,13.1153,19.4533203697738,-194.59665243982,-19.8892104572473
166.568992241198,-25.9885337278664,275.204776490029,31.1603225150561,11.1958,14.4669679387275,9.74246617113332,2.41362857067093
331.604633056209,-42.9734977357117,356.52076809278,-53.165467739079,8.16858,12.6469434687651,52.5019293884104,45.9305730249992
353.637821888889,24.5191133818719,101.448979727252,-35.1247636526924,14.7569,11.172408840599,95.4884351633747,-229.804095031684
299.299130065804,23.6381210666344,61.3311827743044,-2.74596040996037,13.6527,14.3756863806855,-17.018415467603,-6.7679256458357
284.797262739594,-19.5283960986688,16.2110823379494,-10.4155830996483,12.5959,16.6510722546978,13.2085094305983,-102.937248142561
168.634469791701,-42.8531205448334,284.643007209955,16.5511757303559,7.18922,11.0085304337579,-26.9361524692709,-19.0285348663096
338.493734493833,73.4473591888189,113.425487143535,13.1670238396713,13.5874,13.4987057548752,-136.630641593122,-78.9115966836614
353.803256219139,0.333979678367744,86.1159895164843,-56.986614607516,14.3975,18.3652705718023,155.026188561772,-105.100182781155
