time,phot_g_mag,phot_bp_mag,phot_rp_mag
1675.65990713831,16.9064352173437,17.0947666432267,16.5513607189827
1675.83607639297,17.273122615345,17.3203137505194,16.837722936715
1675.91008828748,17.4217959011159,17.567982241946,16.9564733478548
1676.08625732196,17.1783341874075,17.1774679975601,16.8159620219626
1676.16026912516,16.572037905714,nan,nan
1676.33643793092,16.6886868517552,16.7310010311406,16.3749392350726
1770.09588287695,16.7085484999363,16.9277470429931,15.3864261682418
1770.16988423101,17.0477244824298,17.2820114076578,16.3162492434169
1783.84901350762,16.8115986615716,16.899386076225,16.5007044707988
1783.92298589477,17.3815900789493,17.6831268837761,16.9037759786787
1818.56874390041,17.6464038028095,nan,nan
1946.65113385454,17.0488032921012,17.160603249786,16.6760902376355
1946.82727578723,16.7849336032061,16.8712616216227,16.3791917156975
1946.90131539735,17.6346855911145,17.8484134550028,17.4149903920744
1963.08440239717,17.5297837916437,17.7768305559883,17.0470448754685
1963.15841570521,17.4962635658227,17.8535686239586,17.0625036502093
2042.0397990395,17.7974007609041,17.9701063145414,17.280606006365
2042.11380449466,16.9650860827855,16.9710234983387,16.4991604908734
2042.28995336654,16.8672190887615,16.8602421345547,16.2856957217721
2042.36399337416,17.5260256869409,17.9351105178833,17.0218011405108
2042.54016206425,18.1914819673899,18.5348036561369,17.8301343446559
2042.6141452687,17.3105784987632,17.6774728524048,16.9044287168495
2042.79034105863,17.0281505400229,17.3137637262813,nan
2043.04051875261,17.0519735903523,17.3403533386519,16.6421006900763
2043.11452933904,17.7725014695699,18.0280556776255,17.2739802328855
2043.36470587245,17.0470464944088,16.9940192816685,16.4274672289321
2043.6148818743,17.9309698172346,18.240942077788,17.7582816160695
2043.8650506812,16.7728595320704,16.9730320793347,16.583529815428
2044.11523368777,17.0314941747639,17.207250390983,16.5886333641001
2044.36541005952,17.3367244406478,17.4644086181251,17.0388873577864
2044.54157645476,17.1743949811631,nan,nan
2044.61558720302,16.9129297036461,17.1104672809244,16.4979550589903
2044.79175435633,16.7042080687897,17.0184616119724,16.4627934684355
2044.86573733256,17.8519307767792,17.8660607461316,17.4372563797511
2045.04191239651,17.6560830253226,17.9015091638471,17.2267529513168
2045.11594506197,17.0485026353545,17.107641312627,16.6242396306671
2045.29211419808,16.859197671271,16.9573545405718,16.4055195847297
2045.36612630765,17.6716021882056,17.8477862782343,16.6425896839382
2045.54229676596,17.9798742161958,18.2606877339203,17.5062459521692
2143.8884443042,17.6355418340205,17.8707999893772,17.2991053169778
2143.96244590094,17.2180582699655,17.2495448371896,16.7686931228851
2163.46077643479,17.0123752856021,17.1940288018798,16.526366604656
2163.63691777693,17.3547756128876,17.7062291617894,16.9390264886751
2321.12499163571,17.164872100368,17.5390180767296,16.7793609776367
2321.19903183367,17.0123947473661,17.2086584957018,16.5438485862612
